id,Long,Lat
1082,32.659,35.04
1083,32.659,35.052
1084,32.659,35.064
1085,32.659,35.076
1086,32.659,35.088
1087,32.659,35.1
1088,32.659,35.112
1089,32.659,35.124
1090,32.659,35.136
1091,32.659,35.148
1092,32.659,35.16
1093,32.659,35.172
1094,32.659,35.184
1095,32.659,35.196
1096,32.67,34.644
1097,32.67,34.656
1098,32.67,34.668
1099,32.67,34.68
1100,32.67,34.692
1101,32.67,34.704
1102,32.67,34.716
1103,32.67,34.728
1104,32.67,34.74
1105,32.67,34.752
1106,32.67,34.764
1107,32.67,34.776
1108,32.67,34.788
1109,32.67,34.8
1110,32.67,34.812
1111,32.67,34.824
1112,32.67,34.836
1113,32.67,34.848
1114,32.67,34.86
1115,32.67,34.872
1116,32.67,34.884
1117,32.67,34.896
1118,32.67,34.908
1119,32.67,34.92
1120,32.67,34.932
1121,32.67,34.944
1122,32.67,34.956
1123,32.67,34.968
1124,32.67,34.98
1125,32.67,34.992
1126,32.67,35.004
1127,32.67,35.016
1128,32.67,35.028
1129,32.67,35.04
1130,32.67,35.052
1131,32.67,35.064
1132,32.67,35.076
1133,32.67,35.088
1134,32.67,35.1
1135,32.67,35.112
1136,32.67,35.124
1137,32.67,35.136
1138,32.67,35.148
1139,32.67,35.16
1140,32.67,35.172
1141,32.67,35.184
1142,32.67,35.196
1143,32.681,34.644
1144,32.681,34.656
1145,32.681,34.668
1146,32.681,34.68
1147,32.681,34.692
1148,32.681,34.704
1149,32.681,34.716
1150,32.681,34.728
1151,32.681,34.74
1152,32.681,34.752
1153,32.681,34.764
1154,32.681,34.776
1155,32.681,34.788
1156,32.681,34.8
1157,32.681,34.812
1158,32.681,34.824
1159,32.681,34.836
1160,32.681,34.848
1161,32.681,34.86
1162,32.681,34.872
1163,32.681,34.884
1164,32.681,34.896
1165,32.681,34.908
1166,32.681,34.92
1167,32.681,34.932
1168,32.681,34.944
1169,32.681,34.956
1170,32.681,34.968
1171,32.681,34.98
1172,32.681,34.992
1173,32.681,35.004
1174,32.681,35.016
1175,32.681,35.028
1176,32.681,35.04
1177,32.681,35.052
1178,32.681,35.064
1179,32.681,35.076
1180,32.681,35.088
1181,32.681,35.1
1182,32.681,35.112
1183,32.681,35.124
1184,32.681,35.136
1185,32.681,35.148
1186,32.681,35.16
1187,32.681,35.172
1188,32.681,35.184
1189,32.681,35.196
1190,32.692,34.644
1191,32.692,34.656
1192,32.692,34.668
1193,32.692,34.68
1194,32.692,34.692
1195,32.692,34.704
1196,32.692,34.716
1197,32.692,34.728
1198,32.692,34.74
1199,32.692,34.752
1200,32.692,34.764
1201,32.692,34.776
1202,32.692,34.788
1203,32.692,34.8
1204,32.692,34.812
1205,32.692,34.824
1206,32.692,34.836
1207,32.692,34.848
1208,32.692,34.86
1209,32.692,34.872
1210,32.692,34.884
1211,32.692,34.896
1212,32.692,34.908
1213,32.692,34.92
1214,32.692,34.932
1215,32.692,34.944
1216,32.692,34.956
1217,32.692,34.968
1218,32.692,34.98
1219,32.692,34.992
1220,32.692,35.004
1221,32.692,35.016
1222,32.692,35.028
1223,32.692,35.04
1224,32.692,35.052
1225,32.692,35.064
1226,32.692,35.076
1227,32.692,35.088
1228,32.692,35.1
1229,32.692,35.112
1230,32.692,35.124
1231,32.692,35.136
1232,32.692,35.148
1233,32.692,35.16
1234,32.692,35.172
1235,32.692,35.184
1236,32.703,34.644
1237,32.703,34.656
1238,32.703,34.668
1239,32.703,34.68
1240,32.703,34.692
1241,32.703,34.704
1242,32.703,34.716
1243,32.703,34.728
1244,32.703,34.74
1245,32.703,34.752
1246,32.703,34.764
1247,32.703,34.776
1248,32.703,34.788
1249,32.703,34.8
1250,32.703,34.812
1251,32.703,34.824
1252,32.703,34.836
1253,32.703,34.848
1254,32.703,34.86
1255,32.703,34.872
1256,32.703,34.884
1257,32.703,34.896
1258,32.703,34.908
1259,32.703,34.92
1260,32.703,34.932
1261,32.703,34.944
1262,32.703,34.956
1263,32.703,34.968
1264,32.703,34.98
1265,32.703,34.992
1266,32.703,35.004
1267,32.703,35.016
1268,32.703,35.028
1269,32.703,35.04
1270,32.703,35.052
1271,32.703,35.064
1272,32.703,35.076
1273,32.703,35.088
1274,32.703,35.1
1275,32.703,35.112
1276,32.703,35.124
1277,32.703,35.136
1278,32.703,35.148
1279,32.703,35.16
1280,32.703,35.172
1281,32.703,35.184
1282,32.714,34.644
1283,32.714,34.656
1284,32.714,34.668
1285,32.714,34.68
1286,32.714,34.692
1287,32.714,34.704
1288,32.714,34.716
1289,32.714,34.728
1290,32.714,34.74
1291,32.714,34.752
1292,32.714,34.764
1293,32.714,34.776
1294,32.714,34.788
1295,32.714,34.8
1296,32.714,34.812
1297,32.714,34.824
1298,32.714,34.836
1299,32.714,34.848
1300,32.714,34.86
1301,32.714,34.872
1302,32.714,34.884
1303,32.714,34.896
1304,32.714,34.908
1305,32.714,34.92
1306,32.714,34.932
1307,32.714,34.944
1308,32.714,34.956
1309,32.714,34.968
1310,32.714,34.98
1311,32.714,34.992
1312,32.714,35.004
1313,32.714,35.016
1314,32.714,35.028
1315,32.714,35.04
1316,32.714,35.052
1317,32.714,35.064
1318,32.714,35.076
1319,32.714,35.088
1320,32.714,35.1
1321,32.714,35.112
1322,32.714,35.124
1323,32.714,35.136
1324,32.714,35.148
1325,32.714,35.16
1326,32.714,35.172
1327,32.714,35.184
1328,32.725,34.644
1329,32.725,34.656
1330,32.725,34.668
1331,32.725,34.68
1332,32.725,34.692
1333,32.725,34.704
1334,32.725,34.716
1335,32.725,34.728
1336,32.725,34.74
1337,32.725,34.752
1338,32.725,34.764
1339,32.725,34.776
1340,32.725,34.788
1341,32.725,34.8
1342,32.725,34.812
1343,32.725,34.824
1344,32.725,34.836
1345,32.725,34.848
1346,32.725,34.86
1347,32.725,34.872
1348,32.725,34.884
1349,32.725,34.896
1350,32.725,34.908
1351,32.725,34.92
1352,32.725,34.932
1353,32.725,34.944
1354,32.725,34.956
1355,32.725,34.968
1356,32.725,34.98
1357,32.725,34.992
1358,32.725,35.004
1359,32.725,35.016
1360,32.725,35.028
